answer_decision_rt,answer_decision_state,answer_max_abs_velocity,answer_micro_adjust_count,answer_path_ratio,answer_path_state,answer_pause_rate,answer_pause_state,answer_reverse_count,answer_reverse_state,answer_speed_state,block_id,confidence,confidence_decision_rt,confidence_decision_state,dimension,item_id,participant_id,profile_path,questionnaire_path,rating,task_type
6.1654,slow,108.7734,0.0,36.0,extended,1.4597593019106627,high,9.0,many,high,combined_high_repeat_2,3.0,1.6938,fast,Physical Demand,physicaldemand,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,11.0,combined_high_repeat_2
3.0752,typical,59.8393,0.0,1.0,direct,0.6503642039542143,low,0.0,few,typical,combined_high_repeat_2,5.0,1.278,fast,Temporal Demand,temporal,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,21.0,combined_high_repeat_2
8.0811,slow,72.9394,0.0,6.6,extended,0.9899642375419189,typical,6.0,many,high,combined_high_repeat_2,4.0,2.3094,fast,Performance,performance,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,16.0,combined_high_repeat_2
8.7698,slow,36.1718,0.0,3.0,extended,0.5701384296107095,low,1.0,typical,typical,combined_high_repeat_2,5.0,3.1172,typical,Effort,effort,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,16.0,combined_high_repeat_2
1.989,fast,65.1063,0.0,1.0,direct,1.0055304172951232,typical,0.0,few,typical,combined_high_repeat_2,5.0,4.615,slow,Frustration,frustration,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,1.0,combined_high_repeat_2
2.8376,typical,72.216,0.0,1.2222,typical,1.40964195094446,high,1.0,many,typical,combined_high_repeat_1,4.0,1.3205,fast,Mental Demand,mentaldemand,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,20.0,combined_high_repeat_1
5.5662,slow,66.9418,0.0,1.0,direct,0.7186231181057094,typical,0.0,few,typical,combined_high_repeat_1,5.0,2.4351,typical,Physical Demand,physicaldemand,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,6.0,combined_high_repeat_1
1.8503,fast,34.0363,0.0,1.0,direct,1.0809057990596118,typical,0.0,few,typical,combined_high_repeat_1,5.0,2.0587,fast,Temporal Demand,temporal,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,21.0,combined_high_repeat_1
9.4509,slow,71.8794,0.0,5.4,extended,1.1639103154196955,typical,3.0,many,typical,combined_high_repeat_1,5.0,5.3581,slow,Performance,performance,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,6.0,combined_high_repeat_1
8.8938,slow,70.6969,0.0,10.0,extended,0.6746272684341901,low,2.0,many,typical,combined_high_repeat_1,5.0,1.7106,fast,Effort,effort,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,9.0,combined_high_repeat_1
1.6827,fast,34.2046,0.0,1.0,direct,1.1885659951268794,typical,0.0,few,typical,combined_high_repeat_1,2.0,4.2177,slow,Frustration,frustration,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,1.0,combined_high_repeat_1
4.1322,slow,33.6082,0.0,1.0,direct,0.9680073568559121,typical,0.0,few,typical,combined_high_repeat_2,5.0,4.9548,slow,Mental Demand,mentaldemand,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,21.0,combined_high_repeat_2
5.4277,slow,57.6141,0.0,23.0,extended,0.9212005085026808,typical,2.0,many,typical,combined_high_repeat_2,4.0,1.8629,fast,Physical Demand,physicaldemand,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,12.0,combined_high_repeat_2
4.1598,slow,55.2254,0.0,5.0,extended,0.7211885186787826,typical,1.0,many,typical,combined_high_repeat_2,5.0,1.3071,fast,Temporal Demand,temporal,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,16.0,combined_high_repeat_2
7.2502,slow,70.9264,0.0,4.75,extended,1.103417836749331,typical,2.0,many,typical,combined_high_repeat_2,5.0,2.1698,fast,Performance,performance,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,19.0,combined_high_repeat_2
6.7207,slow,33.2636,0.0,3.8,extended,0.44638207329593643,low,3.0,many,typical,combined_high_repeat_2,4.0,1.2339,fast,Effort,effort,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,21.0,combined_high_repeat_2
2.0586,fast,71.7809,0.0,1.2,typical,1.4573010784027978,high,1.0,many,typical,combined_high_repeat_2,4.0,2.49,typical,Frustration,frustration,P516,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T041142Z_0d723b\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P516_20260726_161407_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P516\20260726T042034Z_bf45ba\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P516_20260726_162343_completed.csv,1.0,combined_high_repeat_2
